Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column11	Column12
Aalen-Heidenheim/Elchingen Airport	Aalen-heidenheim	Germany	\N	EDPA	48.77777863	10.26472187	E	Europe/Berlin
Thalmässing-Waizenhofen Airport	Thalmaessing	Germany	\N	EDPW	49.06416702	11.20916653	E	Europe/Berlin
Airport Bamberg-Breitenau	Bamberg	Germany	\N	EDQA	49.920403	10.914233	\N	\N
Bayreuth Airport	Bayreuth	Germany	BYU	EDQD	49.985001	11.64	E	Europe/Berlin
Burg Feuerstein Airport	Burg Feuerstein	Germany	URD	EDQE	49.79416656	11.13361073	E	Europe/Berlin
Ansbach-Petersdorf Airport	Ansbach	Germany	\N	EDQF	49.361111	10.669444	E	Europe/Berlin
Hof-Plauen Airport	Hof	Germany	HOQ	EDQM	50.28861237	11.85638905	E	Europe/Berlin
Haßfurt-Schweinfurt Airport	Hassfurt	Germany	\N	EDQT	50.01805496	10.52944374	E	Europe/Berlin
Bad Neuenahr-Ahrweiler Airfield	Bad Neuenahr	Germany	\N	EDRA	50.557777	7.136389	E	Europe/Berlin
Bitburg Airport	Birburg	Germany	BBJ	EDRB	49.945278	6.565	U	Europe/Berlin
Bad Dürkheim Airport	Bad Duerkheim	Germany	\N	EDRF	49.47305679	8.196389198	E	Europe/Berlin
Linkenheim Airport	Linkenheim	Germany	\N	EDRI	49.14166641	8.394721985	E	Europe/Berlin
Koblenz-Winningen Airfield	Koblenz	Germany	\N	EDRK	50.325558	7.528611	E	Europe/Berlin
Nannhausen Airport	Nannhausen	Germany	\N	EDRN	49.97027969	7.479166985	E	Europe/Berlin
Trier-Föhren Airport	Trier	Germany	\N	EDRT	49.863888	6.7875	E	Europe/Berlin
Wershofen/Eifel Airfield	Wershofen	Germany	\N	EDRV	50.451389	6.783333	E	Europe/Berlin
Speyer Airfield	Speyer	Germany	\N	EDRY	49.304722	8.451389	E	Europe/Berlin
Zweibrücken Airport	Zweibruecken	Germany	ZQW	EDRZ	49.2094	7.40056	E	Europe/Berlin
Karlsruhe Baden-Baden Airport	Karlsruhe/Baden-Baden	Germany	FKB	EDSB	48.77939987	8.080499649	E	Europe/Berlin
Donaueschingen-Villingen Airport	Donaueschingen	Germany	ZQL	EDTD	47.97333145	8.522221565	E	Europe/Berlin
Freiburg i. Br. Airport	Freiburg	Germany	\N	EDTF	48.02277756	7.832499981	E	Europe/Berlin
Bremgarten Airport	Bremgarten	Germany	\N	EDTG	47.90277863	7.617777824	E	Europe/Berlin
Sinsheim Airfield	Karlsruhe	Germany	\N	EDTK	49.2472	8.8938	E	Europe/Berlin
Lahr Airport	Lahr	Germany	LHA	EDTL	48.36930084	7.827720165	E	Europe/Berlin
Mengen-Hohentengen Airport	Mengen	Germany	\N	EDTM	48.05389023	9.372777939	E	Europe/Berlin
Nabern/Teck Airport	Kirchheim-Teck	Germany	\N	EDTN	48.61277771	9.477222443	E	Europe/Berlin
Adolf Würth Airport	Schwaebisch Hall	Germany	\N	EDTY	49.11833191	9.783888817	E	Europe/Berlin
Finsterwalde/Schacksdorf Airport	Soest	Germany	\N	EDUS	51.607498	13.743611	E	Europe/Berlin
Tutow Airport	Wildenrath	Germany	\N	EDUW	53.92194366	13.21888924	E	Europe/Berlin
Zerbst Airport	Zerbst/Anhalt	Germany	\N	EDUZ	52.000832	12.148611	\N	\N
Celle-Arloh Airport	Celle	Germany	\N	EDVC	52.68722153	10.11138916	E	Europe/Berlin
Braunschweig-Wolfsburg Airport	Braunschweig	Germany	BWE	EDVE	52.319199	10.5561	E	Europe/Berlin
Hodenhagen Airport	Hodenhagen	Germany	\N	EDVH	52.761865	9.61056	E	Europe/Berlin
Höxter-Holzminden Airport	Hoexter Holzminden	Germany	\N	EDVI	51.80666733	9.378333092	E	Europe/Berlin
Kassel-Calden Airport	Kassel	Germany	KSF	EDVK	51.417273	9.384967	E	Europe/Berlin
Hildesheim Airport	Hildesheim	Germany	\N	EDVM	52.18138885	9.946389198	E	Europe/Berlin
Northeim Airport	Northeim	Germany	\N	EDVN	51.70639038	10.03972244	E	\N
Peine-Eddesse Airport	Peine	Germany	\N	EDVP	52.40250015	10.22888947	E	Europe/Berlin
Rinteln Airport	Rinteln	Germany	\N	EDVR	52.17527771	9.053333282	E	Europe/Berlin
Salzgitter-Drütte Airport	Salzgitter	Germany	\N	EDVS	52.15444565	10.42666721	E	Europe/Berlin
Uelzen Airport	Uelzen	Germany	\N	EDVU	52.98389053	10.46500015	E	Europe/Berlin
Hameln-Pyrmont Airport	Bad Pyrmont	Germany	\N	EDVW	51.96666718	9.291666985	E	Europe/Berlin
Porta Westfalica Airport	Bad Oeynhausen	Germany	\N	EDVY	52.22083282	8.859167099	E	Europe/Berlin
Bremerhaven Airport	Bremerhaven	Germany	BRV	EDWB	53.506943	8.572778	E	Europe/Berlin
Damme Airfield	Damme	Germany	\N	EDWC	52.487499	8.185556	E	Europe/Berlin
Emden Airport	Emden	Germany	EME	EDWE	53.391109	7.2275	E	Europe/Berlin
Leer-Papenburg Airport	Leer	Germany	\N	EDWF	53.27194214	7.44166708	E	Europe/Berlin
Wangerooge Airport	Wangerooge	Germany	AGE	EDWG	53.78277969	7.913888931	E	Europe/Berlin
Oldenburg-Hatten Airfield	Oldenburg	Germany	\N	EDWH	53.06889	8.313611	E	Europe/Berlin
Wilhelmshaven-Mariensiel Airport	Wilhelmshaven	Germany	WVN	EDWI	53.50222015	8.052222252	E	Europe/Berlin
Juist Airport	Juist	Germany	JUI	EDWJ	53.68111038	7.055832863	E	Europe/Berlin
Karlshöfen Airport	Karlshoefen	Germany	\N	EDWK	53.33277893	9.02833271	E	Europe/Berlin
Langeoog Airport	Langeoog	Germany	LGO	EDWL	53.74250031	7.497777939	E	Europe/Berlin
Weser-Wümme Airport	Hellwege	Germany	\N	EDWM	53.05389023	9.208610535	E	Europe/Berlin
Osnabrück-Atterheide Airport	Osnabrueck	Germany	\N	EDWO	52.286388	7.969722	E	Europe/Berlin
Ganderkesee Atlas Airfield	Ganderkesee	Germany	\N	EDWQ	53.03611	8.505556	E	Europe/Berlin
Borkum Airport	Borkum	Germany	BMK	EDWR	53.59639	6.709167	E	Europe/Berlin
Norden-Norddeich Airport	Norden	Germany	NOD	EDWS	53.63305664	7.190278053	E	Europe/Berlin
Verden-Scharnhorst Airfield	Verden	Germany	\N	EDWV	52.965279	9.282778	E	Europe/Berlin
Norderney Airport	Norderney	Germany	NRD	EDWY	53.70694351	7.230000019	E	Europe/Berlin
Baltrum Airport	Baltrum	Germany	BMR	EDWZ	53.72472382	7.373332977	E	\N
Heide-Büsum Airport	Büsum	Germany	HEI	EDXB	54.15333176	8.901666641	E	Europe/Berlin
Flensburg-Schäferhaus Airport	Flensburg	Germany	FLF	EDXF	54.7733345	9.378889084	E	Europe/Berlin
Helgoland-Düne Airport	Helgoland	Germany	HGL	EDXH	54.18527985	7.915832996	E	Europe/Berlin
Nienburg-Holzbalge Airport	Nienburg Weser	Germany	\N	EDXI	52.70972061	9.162500381	E	Europe/Berlin
St. Michaelisdonn Airport	Sankt Michaelisdonn	Germany	\N	EDXM	53.97805786	9.144721985	E	Europe/Berlin
Nordholz-Spieka Airfield	Cuxhaven	Germany	\N	EDXN	53.767223	8.643611	E	Europe/Berlin
St. Peter-Ording Airport	Sankt Peter-Ording	Germany	PSH	EDXO	54.30888748	8.686944008	E	Europe/Berlin
Harle Airport	Harlesiel	Germany	\N	EDXP	53.70666885	7.820278168	E	Europe/Berlin
Rotenburg (Wümme) Airport	Rotenburg Wuemme	Germany	\N	EDXQ	53.12833405	9.348610878	E	Europe/Berlin
Rendsburg-Schachtholm Airport	Rendsburg	Germany	\N	EDXR	54.22000122	9.599444389	E	Europe/Berlin
Hüttenbusch Airport	Huettenbusch	Germany	\N	EDXU	53.28666687	8.947221756	E	\N
Westerland Sylt Airport	Westerland	Germany	GWT	EDXW	54.91320038	8.340470314	E	Europe/Berlin
Tallinn Linnahall Heliport	Tallinn	Estonia	\N	EECL	59.44861984	24.75322723	E	Europe/Tallinn
Ämari Air Base	Armari Air Force Base	Estonia	\N	EEEI	59.26029968	24.20849991	E	Europe/Tallinn
Kärdla Airport	Kardla	Estonia	KDL	EEKA	58.99079895	22.83069992	E	Europe/Tallinn
Kuressaare Airport	Kuressaare	Estonia	URE	EEKE	58.22990036	22.5095005	E	Europe/Tallinn
Kihnu Airfield	Kihnu	Estonia	\N	EEKU	58.14830017	24.00250053	U	Europe/Tallinn
Pärnu Airport	Parnu	Estonia	EPU	EEPU	58.41899872	24.4727993	E	Europe/Tallinn
Ruhnu Airfield	Ruhnu	Estonia	\N	EERU	57.78390121	23.26609993	U	Europe/Tallinn
Lennart Meri Tallinn Airport	Tallinn-ulemiste International	Estonia	TLL	EETN	59.41329956	24.83279991	E	Europe/Tallinn
Tartu Airport	Tartu	Estonia	TAY	EETU	58.30749893	26.69039917	E	Europe/Tallinn
Enontekio Airport	Enontekio	Finland	ENF	EFET	68.36260223	23.42429924	E	Europe/Helsinki
Eura Airport	Eura	Finland	\N	EFEU	61.11610031	22.20140076	E	Europe/Helsinki
Halli Airport	Halli	Finland	KEV	EFHA	61.856039	24.786686	E	Europe/Helsinki
Hernesaari Heliport	Helsinki	Finland	\N	EFHE	60.14777756	24.9244442	E	Europe/Helsinki
Helsinki Malmi Airport	Helsinki	Finland	HEM	EFHF	60.25460052	25.0428009	E	Europe/Helsinki
Helsinki Vantaa Airport	Helsinki	Finland	HEL	EFHK	60.31719971	24.9633007	E	Europe/Helsinki
Hameenkyro Airport	Hameenkyro	Finland	\N	EFHM	61.68970108	23.07369995	E	Europe/Helsinki
Hanko Airport	Hanko	Finland	\N	EFHN	59.84889984	23.08359909	E	Europe/Helsinki
Hyvinkää Airfield	Hyvinkaa	Finland	HYV	EFHV	60.65439987	24.8810997	E	Europe/Helsinki
Kiikala Airport	Kikala	Finland	\N	EFIK	60.46250153	23.65250015	E	Europe/Helsinki
Immola Airport	Immola	Finland	\N	EFIM	61.24919891	28.90369987	E	Europe/Helsinki
Kitee Airport	Kitee	Finland	KTQ	EFIT	62.1661	30.073601	E	Europe/Helsinki
Ivalo Airport	Ivalo	Finland	IVL	EFIV	68.6072998	27.40530014	E	Europe/Helsinki
Joensuu Airport	Joensuu	Finland	JOE	EFJO	62.66289902	29.60750008	E	Europe/Helsinki
Jyvaskyla Airport	Jyvaskyla	Finland	JYV	EFJY	62.3995018	25.67830086	E	Europe/Helsinki
Kauhava Airport	Kauhava	Finland	KAU	EFKA	63.127102	23.051399	E	Europe/Helsinki
Kemi-Tornio Airport	Kemi	Finland	KEM	EFKE	65.77870178	24.58209991	E	Europe/Helsinki
Kajaani Airport	Kajaani	Finland	KAJ	EFKI	64.28549957	27.69239998	E	Europe/Helsinki
Kauhajoki Airport	Kauhajoki	Finland	KHJ	EFKJ	62.46250153	22.39310074	E	Europe/Helsinki
Kokkola-Pietarsaari Airport	Kruunupyy	Finland	KOK	EFKK	63.72119904	23.14310074	E	Europe/Helsinki
Kemijarvi Airport	Kemijarvi	Finland	\N	EFKM	66.712898	27.156799	E	Europe/Helsinki
Kuusamo Airport	Kuusamo	Finland	KAO	EFKS	65.98760223	29.23940086	E	Europe/Helsinki
Kittilä Airport	Kittila	Finland	KTT	EFKT	67.7009964	24.84679985	E	Europe/Helsinki
Kuopio Airport	Kuopio	Finland	KUO	EFKU	63.00709915	27.79780006	E	Europe/Helsinki
Kymi Airport	Kotka	Finland	\N	EFKY	60.57139969	26.89609909	E	\N
Lahti Vesivehmaa Airport	Vesivehmaa	Finland	QLF	EFLA	61.144199	25.693501	E	Europe/Helsinki
Lappeenranta Airport	Lappeenranta	Finland	LPP	EFLP	61.044601	28.144743	E	Europe/Helsinki
Mariehamn Airport	Mariehamn	Finland	MHQ	EFMA	60.12220001	19.89819908	E	Europe/Mariehamn
Menkijarvi Airport	Menkijarvi	Finland	\N	EFME	62.94670105	23.51889992	E	Europe/Helsinki
Mikkeli Airport	Mikkeli	Finland	MIK	EFMI	61.6866	27.201799	E	Europe/Helsinki
Nummela Airport	Nummela	Finland	\N	EFNU	60.33390045	24.29640007	E	Europe/Helsinki
Oulu Airport	Oulu	Finland	OUL	EFOU	64.93009949	25.35460091	E	Europe/Helsinki
Piikajarvi Airport	Piikajarvi	Finland	\N	EFPI	61.24560165	22.19339943	E	Europe/Helsinki
Pori Airport	Pori	Finland	POR	EFPO	61.46170044	21.79999924	E	Europe/Helsinki
Pudasjärvi Airport	Pudasjarvi	Finland	\N	EFPU	65.40219879	26.94689941	E	Europe/Helsinki
Pyhäsalmi Airport	Pyhasalmi	Finland	\N	EFPY	63.73189926	25.92630005	E	Europe/Helsinki
Raahe Pattijoki Airport	Pattijoki	Finland	\N	EFRH	64.68810272	24.69580078	E	Europe/Helsinki
Rantasalmi Airport	Rantasalmi	Finland	\N	EFRN	62.06549835	28.35650063	E	Europe/Helsinki
Rovaniemi Airport	Rovaniemi	Finland	RVN	EFRO	66.56479645	25.83040047	E	Europe/Helsinki
Rayskala Airport	Rayskala	Finland	\N	EFRY	60.74470139	24.10779953	E	Europe/Helsinki
Savonlinna Airport	Savonlinna	Finland	SVL	EFSA	61.94309998	28.94510078	E	Europe/Helsinki
Selanpaa Airport	Selanpaa	Finland	\N	EFSE	61.06240082	26.7989006	E	Europe/Helsinki
Seinäjoki Airport	Seinäjoki / Ilmajoki	Finland	SJY	EFSI	62.692101	22.8323	E	Europe/Helsinki
Sodankyla Airport	Sodankyla	Finland	SOT	EFSO	67.39499664	26.61910057	E	Europe/Helsinki
Tampere-Pirkkala Airport	Tampere	Finland	TMP	EFTP	61.41410065	23.60440063	E	Europe/Helsinki
Teisko Airport	Teisko	Finland	\N	EFTS	61.7733	24.027	E	Europe/Helsinki
Turku Airport	Turku	Finland	TKU	EFTU	60.51409912	22.26280022	E	Europe/Helsinki
Utti Air Base	Utti	Finland	UTI	EFUT	60.89640045	26.93840027	E	Europe/Helsinki
Vaasa Airport	Vaasa	Finland	VAA	EFVA	63.05070114	21.7621994	E	Europe/Helsinki
Varkaus Airport	Varkaus	Finland	VRK	EFVR	62.17110062	27.86860085	E	Europe/Helsinki
Ylivieska Airfield	Ylivieska-raudaskyla	Finland	YLI	EFYL	64.0547222	24.7252778	E	Europe/Helsinki
Belfast International Airport	Belfast	United Kingdom	BFS	EGAA	54.65750122	-6.215829849	E	Europe/London
St Angelo Airport	Enniskillen	United Kingdom	ENK	EGAB	54.39889908	-7.651669979	E	Europe/London
George Best Belfast City Airport	Belfast	United Kingdom	BHD	EGAC	54.61809921	-5.872499943	E	Europe/London
Newtownards Airport	Newtownards	United Kingdom	\N	EGAD	54.58110046	-5.691939831	E	\N
City of Derry Airport	Londonderry	United Kingdom	LDY	EGAE	55.0428009	-7.161109924	E	Europe/London
Rothera Research Station	Rothera Research Station	United Kingdom	\N	EGAR	-67.5675	-68.12740278	U	Antarctica/South_Pole
Birmingham International Airport	Birmingham	United Kingdom	BHX	EGBB	52.45389938	-1.748029947	E	Europe/London
Coventry Airport	Coventry	United Kingdom	CVT	EGBE	52.36970139	-1.479719996	E	Europe/London
Leicester Airport	Leicester	United Kingdom	\N	EGBG	52.60779953	-1.031939983	E	Europe/London
Gloucestershire Airport	Golouchestershire	United Kingdom	GLO	EGBJ	51.89419937	-2.167220116	E	Europe/London
Tatenhill Airfield	Burton-on-Trent	United Kingdom	\N	EGBM	52.81470108	-1.761109948	U	Europe/London
Nottingham Airport	Nottingham	United Kingdom	NQT	EGBN	52.91999817	-1.079169989	E	Europe/London
Wolverhampton Halfpenny Green Airport	Halfpenny Green	United Kingdom	\N	EGBO	52.51750183	-2.259439945	E	Europe/London
Cotswold Airport	Pailton	United Kingdom	GBA	EGBP	51.668095	-2.05694	E	Europe/London
Shobdon Aerodrome	Shobdon	United Kingdom	\N	EGBS	52.24169922	-2.881109953	E	\N
Turweston Airport	Turweston	United Kingdom	\N	EGBT	52.04079819	-1.095559955	E	Europe/London
Wellesbourne Mountford Airport	Wellesbourne	United Kingdom	\N	EGBW	52.19219971	-1.614439964	E	Europe/London
City Airport Manchester	Manchester	United Kingdom	\N	EGCB	53.47169876	-2.389719963	U	Europe/London
Manchester Airport	Manchester	United Kingdom	MAN	EGCC	53.35369873	-2.274950027	E	Europe/London
Manchester Woodford Airport	Woodfort	United Kingdom	\N	EGCD	53.3381	-2.14889	E	Europe/London
Sandtoft Airfield	Sandtoft	United Kingdom	\N	EGCF	53.55970001	-0.858332992	E	Europe/London
Sherburn-In-Elmet Airfield	Leeds	United Kingdom	\N	EGCJ	53.788458	-1.216877	U	Europe/London
Caernarfon Airport	Caernarfon	United Kingdom	\N	EGCK	53.101819	-4.337614	E	Europe/London
Robin Hood Doncaster Sheffield Airport	"Doncaster, Sheffield"	United Kingdom	DSA	EGCN	53.48053781	-1.010656357	E	Europe/London
Sturgate Airfield	Eger	Hungary	\N	EGCS	53.3810997	-0.685277998	E	\N
Sleap Airport	Shrewsbury	United Kingdom	\N	EGCV	52.83390045	-2.771670103	U	Europe/London
RAF Brawdy	Brawdy	United Kingdom	\N	EGDA	51.88375	-5.119972	E	Europe/London
Royal Marines Base Chivenor Airport	Chivenor	United Kingdom	\N	EGDC	51.08720016	-4.15034008	E	Europe/London
RAF Lyneham	Lyneham	United Kingdom	LYE	EGDL	51.5051	-1.99343	E	Europe/London
MoD Boscombe Down Airport	Boscombe Down	United Kingdom	\N	EGDM	51.15219879	-1.747410059	E	Europe/London
RNAS Culdrose	Culdrose	United Kingdom	\N	EGDR	50.08610153	-5.255710125	E	Europe/London
MoD St. Athan	St. Athan	United Kingdom	\N	EGDX	51.4048	-3.43575	E	Europe/London
RNAS Yeovilton	Yeovilton	United Kingdom	YEO	EGDY	51.00939941	-2.638819933	E	Europe/London
Campbeltown Airport	Campbeltown	United Kingdom	CAL	EGEC	55.43719864	-5.686389923	E	Europe/London
Eday Airport	Eday	United Kingdom	EOI	EGED	59.19060135	-2.772219896	E	Europe/London
Fair Isle Airport	Fair Isle	United Kingdom	FIE	EGEF	59.53580093	-1.628059983	E	Europe/London
Glasgow City Heliport	Glasgow	United Kingdom	\N	EGEG	55.86138916	-4.296944141	E	Europe/London
North Ronaldsay Airport	North Ronaldsay	United Kingdom	NRL	EGEN	59.36750031	-2.434439898	E	Europe/London
Oban Airport	North Connel	United Kingdom	OBN	EGEO	56.46350098	-5.399670124	E	Europe/London
Papa Westray Airport	Papa Westray	United Kingdom	PPW	EGEP	59.35169983	-2.900279999	E	Europe/London
Stronsay Airport	Stronsay	United Kingdom	SOY	EGER	59.15530014	-2.641390085	E	Europe/London
Sanday Airport	Sanday	United Kingdom	NDY	EGES	59.25030136	-2.576669931	E	Europe/London
Lerwick / Tingwall Airport	Lerwick	United Kingdom	LWK	EGET	60.19219971	-1.243610024	E	Europe/London
Westray Airport	Westray	United Kingdom	WRY	EGEW	59.35029984	-2.950000048	E	Europe/London
Colonsay Airstrip	Colonsay	United Kingdom	CSA	EGEY	56.05749893	-6.243060112	U	Europe/London
Haverfordwest Airport	Haverfordwest	United Kingdom	HAW	EGFE	51.83309937	-4.961110115	E	Europe/London
Cardiff International Airport	Cardiff	United Kingdom	CWL	EGFF	51.39670181	-3.343329906	E	Europe/London
Swansea Airport	Swansea	United Kingdom	SWS	EGFH	51.6053009	-4.067830086	E	Europe/London
Bristol Airport	Bristol	United Kingdom	BRS	EGGD	51.382702	-2.71909	E	Europe/London
Liverpool John Lennon Airport	Liverpool	United Kingdom	LPL	EGGP	53.33359909	-2.849720001	E	Europe/London
London Luton Airport	London	United Kingdom	LTN	EGGW	51.87469864	-0.368333012	E	Europe/London
Compton Abbas Aerodrome	Shaftesbury	United Kingdom	\N	EGHA	50.96720123	-2.153609991	U	Europe/London
Land's End Airport	Land's End	United Kingdom	LEQ	EGHC	50.102798	-5.67056	E	Europe/London
Plymouth City Airport	Plymouth	United Kingdom	PLH	EGHD	50.422798	-4.10583	E	Europe/London
St. Mary's Airport	ST MARY\'S	United Kingdom	ISC	EGHE	49.91329956	-6.291669846	E	Europe/London
Bournemouth Airport	Bournemouth	United Kingdom	BOH	EGHH	50.77999878	-1.842499971	E	Europe/London
Southampton Airport	Southampton	United Kingdom	SOU	EGHI	50.95029831	-1.35679996	E	Europe/London
Bembridge Airport	Bembridge	United Kingdom	BBP	EGHJ	50.67810059	-1.109439969	E	Europe/London
Penzance Heliport	Penzance	United Kingdom	PZE	EGHK	50.128101	-5.51845	E	Europe/London
Lasham Airport	Lasham	United Kingdom	QLA	EGHL	51.18719864	-1.033499956	E	Europe/London
Isle of Wight / Sandown Airport	Isle Of Wight	United Kingdom	\N	EGHN	50.653099	-1.18221998	E	Europe/London
Popham Airfield	Popham	United Kingdom	\N	EGHP	51.193901	-1.23472	E	Europe/London
Newquay Cornwall Airport	Newquai	United Kingdom	NQY	EGHQ	50.44060135	-4.995409966	E	Europe/London
Chichester/Goodwood Airport	Goodwood	United Kingdom	QUG	EGHR	50.8594017	-0.759167016	E	\N
Tresco Heliport	Tresco	United Kingdom	\N	EGHT	49.9455986	-6.331389904	U	Europe/London
Alderney Airport	Alderney	Guernsey	ACI	EGJA	49.706104	-2.21472	E	Europe/Guernsey
Guernsey Airport	Guernsey	Guernsey	GCI	EGJB	49.43500137	-2.601969957	E	Europe/Guernsey
Jersey Airport	Jersey	Jersey	JER	EGJJ	49.207901	-2.195509911	E	Europe/Jersey
Shoreham Airport	Shoreham By Sea	United Kingdom	ESH	EGKA	50.835602	-0.297222	E	Europe/London
London Biggin Hill Airport	Biggin Hill	United Kingdom	BQH	EGKB	51.3307991	0.032499999	E	Europe/London
Lashenden (Headcorn) Airfield	Headcorn	United Kingdom	\N	EGKH	51.156898	0.641667	E	\N
London Gatwick Airport	London	United Kingdom	LGW	EGKK	51.148102	-0.190278	E	Europe/London
Redhill Aerodrome	Redhill	United Kingdom	KRH	EGKR	51.21360016	-0.138611004	E	Europe/London
London City Airport	London	United Kingdom	LCY	EGLC	51.505299	0.055278	E	Europe/London
Farnborough Airport	Farnborough	United Kingdom	FAB	EGLF	51.2757988	-0.776332974	E	Europe/London
Panshanger Aerodrome	Panshanger	United Kingdom	\N	EGLG	51.80250168	-0.158056006	E	\N
Chalgrove Airport	Chalsgrove	United Kingdom	\N	EGLJ	51.67610168	-1.080829978	E	Europe/London
Blackbushe Airport	Blackbushe	United Kingdom	BBS	EGLK	51.32389832	-0.847500026	E	Europe/London
London Heathrow Airport	London	United Kingdom	LHR	EGLL	51.4706	-0.461941	E	Europe/London
White Waltham Airfield	Maidenhead	United Kingdom	\N	EGLM	51.50080109	-0.774443984	E	Europe/London
London Heliport	London	United Kingdom	\N	EGLW	51.46972275	-0.179444	E	Europe/London
Southend Airport	Southend	United Kingdom	SEN	EGMC	51.57139969	0.695555985	E	Europe/London
Lydd Airport	Lydd	United Kingdom	LYX	EGMD	50.95610046	0.939167023	E	Europe/London
Kent International Airport	Manston	United Kingdom	MSE	EGMH	51.342201	1.34611	E	Europe/London
Lympne Airport	Lympne	United Kingdom	LYM	EGMK	51.08	1.013	E	Europe/London
Thurrock Airfield	Thurrock	United Kingdom	\N	EGMT	51.537505	0.367634	E	\N
Brough Airport	Brough	United Kingdom	\N	EGNB	53.7197	-0.566333	E	Europe/London
Carlisle Airport	Carlisle	United Kingdom	CAX	EGNC	54.9375	-2.809170008	E	Europe/London
Retford Gamston Airport	Repton	United Kingdom	\N	EGNE	53.2806015	-0.951389015	E	Europe/London
Blackpool International Airport	Blackpool	United Kingdom	BLK	EGNH	53.77170181	-3.028609991	E	Europe/London
Humberside Airport	Humberside	United Kingdom	HUY	EGNJ	53.57440186	-0.350832999	E	Europe/London
Barrow Walney Island Airport	Barrow Island	United Kingdom	BWF	EGNL	54.1286111	-3.2675	E	Europe/London
Leeds Bradford Airport	Leeds	United Kingdom	LBA	EGNM	53.86589813	-1.660570025	E	Europe/London
Warton Airport	Warton	United Kingdom	WRT	EGNO	53.745098	-2.88306	E	Europe/London
Hawarden Airport	Hawarden	United Kingdom	CEG	EGNR	53.17810059	-2.977780104	E	Europe/London
Isle of Man Airport	Isle Of Man	Isle of Man	IOM	EGNS	54.08330154	-4.623889923	E	Europe/Isle_of_Man
Newcastle Airport	Newcastle	United Kingdom	NCL	EGNT	55.03749847	-1.691669941	E	Europe/London
Full Sutton Airfield	York	United Kingdom	\N	EGNU	53.980598	-0.864722	U	Europe/London
Durham Tees Valley Airport	Teesside	United Kingdom	MME	EGNV	54.50920105	-1.429409981	E	Europe/London
East Midlands Airport	East Midlands	United Kingdom	EMA	EGNX	52.83110046	-1.328060031	E	Europe/London
Llanbedr Airport	Llanbedr	United Kingdom	\N	EGOD	52.81169891	-4.123579979	E	Europe/London
RAF Ternhill	Ternhill	United Kingdom	\N	EGOE	52.87120056	-2.533560038	E	Europe/London
RAF Spadeadam	Spadeadam	United Kingdom	\N	EGOM	55.04999924	-2.549999952	\N	\N
RAF Mona	Mona	United Kingdom	\N	EGOQ	53.258598	-4.37355	E	\N
RAF Shawbury	Shawbury	United Kingdom	\N	EGOS	52.7981987	-2.668040037	E	Europe/London
Outer Skerries Airport	Outer Skerries	United Kingdom	OUK	EGOU	60.4252	-0.75	E	Europe/London
Anglesey Airport	Angelsey	United Kingdom	VLY	EGOV	53.24810028	-4.535339832	E	Europe/London
RAF Woodvale	Woodvale	United Kingdom	\N	EGOW	53.5816	-3.05552	E	Europe/London
Kirkwall Airport	Kirkwall	United Kingdom	KOI	EGPA	58.95780182	-2.904999971	E	Europe/London
Sumburgh Airport	Sumburgh	United Kingdom	LSI	EGPB	59.87889862	-1.295560002	E	Europe/London
Wick Airport	Wick	United Kingdom	WIC	EGPC	58.45890045	-3.093060017	E	Europe/London
Aberdeen Dyce Airport	Aberdeen	United Kingdom	ABZ	EGPD	57.20190048	-2.197779894	E	Europe/London
Inverness Airport	Inverness	United Kingdom	INV	EGPE	57.54249954	-4.047500134	E	Europe/London
Glasgow International Airport	Glasgow	United Kingdom	GLA	EGPF	55.87189865	-4.433060169	E	Europe/London
Edinburgh Airport	Edinburgh	United Kingdom	EDI	EGPH	55.95000076	-3.372499943	E	Europe/London
Islay Airport	Islay	United Kingdom	ILY	EGPI	55.68190002	-6.256669998	E	Europe/London
Glasgow Prestwick Airport	Prestwick	United Kingdom	PIK	EGPK	55.50939941	-4.586669922	E	Europe/London
Benbecula Airport	Benbecula	United Kingdom	BEB	EGPL	57.48109818	-7.362780094	E	Europe/London
Scatsta Airport	Scatsta	United Kingdom	SCS	EGPM	60.43280029	-1.296110034	E	Europe/London
Dundee Airport	Dundee	United Kingdom	DND	EGPN	56.45249939	-3.02583003	E	Europe/London
Stornoway Airport	Stornoway	United Kingdom	SYY	EGPO	58.21559906	-6.331110001	E	Europe/London
Barra Airport	Barra	United Kingdom	BRR	EGPR	57.0228	-7.44306	E	Europe/London
Perth/Scone Airport	Perth	United Kingdom	PSL	EGPT	56.43920135	-3.372220039	E	Europe/London
Tiree Airport	Tiree	United Kingdom	TRE	EGPU	56.49919891	-6.869170189	E	Europe/London
